,,from,to,distance
7134941237,7134941246,7134941237,7134941246,13.345839
7134941242,7134941246,7134941242,7134941246,20.026021
7134941246,6075039887,7134941246,6075039887,29.442451
7139512313,7139512314,7139512313,7139512314,4.260004
7139512314,7056810351,7139512314,7056810351,14.927991
7145852238,2819579955,7145852238,2819579955,70.614236
7145852245,827319179,7145852245,827319179,19.24536
7145852245,7145852238,7145852245,7145852238,137.943313
7146223711,4904274443,7146223711,4904274443,43.789024
7146223711,4904274450,7146223711,4904274450,20.192026
7146461023,6326294677,7146461023,6326294677,73.394895
7146461023,7146461024,7146461023,7146461024,8.779919
7146461024,4019097078,7146461024,4019097078,55.557592
7146461025,7148333953,7146461025,7148333953,28.689777
7146477070,7228376737,7146477070,7228376737,71.474421
7146477073,65299107,7146477073,65299107,55.90015
7146477073,7146477070,7146477073,7146477070,39.351475
7147893260,5429645442,7147893260,5429645442,13.135511
7147893260,7147893267,7147893260,7147893267,142.153288
7147893267,7147893268,7147893267,7147893268,51.869541
7147893267,7530809642,7147893267,7530809642,101.562153
7147893268,7530809642,7147893268,7530809642,86.312395
7148005861,65290912,7148005861,65290912,43.445662
7148005863,4941618164,7148005863,4941618164,5.085344
7148018438,65291756,7148018438,65291756,112.955842
7148018438,7148018437,7148018438,7148018437,80.011172
7148056454,7148056458,7148056454,7148056458,34.980906
7148056456,7148056460,7148056456,7148056460,34.691791
7148056458,65298518,7148056458,65298518,39.908229
7148056460,65298921,7148056460,65298921,40.831465
7148147120,612774283,7148147120,612774283,41.184539
7148147132,7148147120,7148147132,7148147120,243.417771
7148147132,7415294094,7148147132,7415294094,6.942361
7148289667,65299118,7148289667,65299118,11.100317
7148289667,7228376733,7148289667,7228376733,9.416652
7148333948,4019097040,7148333948,4019097040,48.696473
7148333953,313266428,7148333953,313266428,22.345002
7148333953,7148333956,7148333953,7148333956,92.315196
7148333959,7148333956,7148333959,7148333956,18.387718
7148718660,7417961959,7148718660,7417961959,20.90616
7148839181,2179292711,7148839181,2179292711,12.558628
7148853918,8979179621,7148853918,8979179621,2.561624
7148948985,7148948987,7148948985,7148948987,52.85801
7148948985,7190744115,7148948985,7190744115,8.478218
7148948986,7148948184,7148948986,7148948184,51.623521
7148948987,6350552372,7148948987,6350552372,12.473833
7148948987,7190744116,7148948987,7190744116,8.379483
7148948989,65298380,7148948989,65298380,52.503181
7148948989,8268410737,7148948989,8268410737,7.808504
7148948992,65298380,7148948992,65298380,24.166754
7148948992,8268410736,7148948992,8268410736,5.993869
7150464207,5443322480,7150464207,5443322480,86.982616
7150464208,7150464207,7150464208,7150464207,15.076632
7150464210,7150464208,7150464210,7150464208,84.026398
7150464212,7150464208,7150464212,7150464208,77.805038
7150464212,7150464210,7150464212,7150464210,29.751981
7150477377,5427170095,7150477377,5427170095,22.530566
7150499763,65312664,7150499763,65312664,89.439196
7150520226,5443435107,7150520226,5443435107,20.613142
7150526603,65333983,7150526603,65333983,14.764765
7150526603,7231708996,7150526603,7231708996,11.620455
7150534599,5434001117,7150534599,5434001117,18.324312
7150534600,65350740,7150534600,65350740,48.432133
7150534600,7150534599,7150534600,7150534599,53.050472
7150566421,65283505,7150566421,65283505,104.902052
7150636780,1607089652,7150636780,1607089652,41.933365
7150636782,65297427,7150636782,65297427,41.577515
7150658230,65310774,7150658230,65310774,47.743706
7150658230,7415810170,7150658230,7415810170,5.54931
7150680143,4089809875,7150680143,4089809875,7.252413
7150696438,5443109274,7150696438,5443109274,82.500416
7150739632,5442980901,7150739632,5442980901,51.479988
7152696324,5620927126,7152696324,5620927126,6.309772
7152696325,7152696324,7152696325,7152696324,8.045986
7152696326,7152696327,7152696326,7152696327,7.627948
7152696327,5620927127,7152696327,5620927127,4.999702
7152702772,295219504,7152702772,295219504,8.561273
7152702775,65308756,7152702775,65308756,20.048301
7152702776,6639439158,7152702776,6639439158,3.826183
7152702781,6639439159,7152702781,6639439159,7.778273
7152702782,4761685554,7152702782,4761685554,20.856302
7152702783,4761685554,7152702783,4761685554,13.221655
7152702784,7152702783,7152702784,7152702783,13.262039
7153004350,7153004351,7153004350,7153004351,15.965513
7153004350,8384073016,7153004350,8384073016,18.216814
7153004351,7274242033,7153004351,7274242033,69.027007
7153065876,5443331735,7153065876,5443331735,41.445888
7153065876,7153065883,7153065876,7153065883,126.225044
7153065882,65343425,7153065882,65343425,9.545296
7153065883,7153065882,7153065883,7153065882,12.765074
7155175567,1419794017,7155175567,1419794017,21.88778
7155175568,2068535620,7155175568,2068535620,2.859776
7155175569,1419794083,7155175569,1419794083,25.421734
7155489963,65328436,7155489963,65328436,159.078399
7155489963,7155489965,7155489963,7155489965,16.812011
7161481038,65323342,7161481038,65323342,30.625051
7161481039,4759500431,7161481039,4759500431,15.340676
7161481040,4759500435,7161481040,4759500435,19.237985
7161481041,65369287,7161481041,65369287,23.856256
7161481042,65317957,7161481042,65317957,109.642513
7161481043,4759500432,7161481043,4759500432,14.885761
7161543601,65325009,7161543601,65325009,19.259494
7161543602,65325009,7161543602,65325009,39.468918
7161543603,65325009,7161543603,65325009,27.230696
7161543604,65325009,7161543604,65325009,43.014448
7161543605,8752067929,7161543605,8752067929,10.252018
7171384820,6639439155,7171384820,6639439155,15.822345
7179588809,5433624579,7179588809,5433624579,14.620893
7179588810,8574663186,7179588810,8574663186,11.065823
7179651206,5433624582,7179651206,5433624582,51.911927
7179651207,4911554713,7179651207,4911554713,47.01251
7181979260,7181995752,7181979260,7181995752,88.614624
7181979260,7182024506,7181979260,7182024506,12.231394
7181979261,65301529,7181979261,65301529,134.302159
7181979261,7181979260,7181979261,7181979260,7.657056
7181986182,65308328,7181986182,65308328,12.597838
7181986182,7182024505,7181986182,7182024505,7.629143
7181995751,7181995753,7181995751,7181995753,11.161838
7181995751,7182010936,7181995751,7182010936,8.657957
7181995751,7182024505,7181995751,7182024505,88.477323
7181995752,7182029995,7181995752,7182029995,8.460794
7181995753,7181995752,7181995753,7181995752,11.2678
7181995753,7182024506,7181995753,7182024506,88.536873
7182010936,6910182909,7182010936,6910182909,128.666011
7182010936,7182032856,7182010936,7182032856,6.964528
7182024506,65308328,7182024506,65308328,7.635329
7182024506,7182024505,7182024506,7182024505,12.498848
7182028306,65287254,7182028306,65287254,134.667508
7182028306,7182038704,7182028306,7182038704,9.774514
7182029994,7182032857,7182029994,7182032857,11.156851
7182029994,7185166271,7182029994,7185166271,127.1353
7182029995,65336865,7182029995,65336865,11.220838
7182029995,7182029994,7182029995,7182029994,7.222135
7182032856,7182038704,7182032856,7182038704,88.389356
7182032857,7182032856,7182032857,7182032856,10.95194
7182032857,7182038706,7182032857,7182038706,88.29144
7182033346,7181986182,7182033346,7181986182,9.807332
7182033346,7182033348,7182033346,7182033348,12.705294
7182033347,7181979261,7182033347,7181979261,10.293342
7182033348,65336868,7182033348,65336868,98.14668
7182033348,7182033347,7182033348,7182033347,11.799887
7182034450,7182028306,7182034450,7182028306,8.428301
7182034451,65287251,7182034451,65287251,8.393413
7182034451,7182034450,7182034451,7182034450,11.483351
7182038704,7182038706,7182038704,7182038706,10.833615
7182038705,7182029994,7182038705,7182029994,88.18152
7182038705,7182044331,7182038705,7182044331,9.748718
7182038706,65287251,7182038706,65287251,9.744696
7182038706,7182038705,7182038706,7182038705,10.675594
7182044330,7182034451,7182044330,7182034451,11.297564
7182044331,65287245,7182044331,65287245,135.196546
7182044331,7182044330,7182044331,7182044330,8.353758
7182634251,7369225615,7182634251,7369225615,20.428102
7182634252,7369225616,7182634252,7369225616,37.10374
7182634253,65290238,7182634253,65290238,11.521542
7182634254,65290251,7182634254,65290251,42.901204
7182782862,7233579785,7182782862,7233579785,70.066738
7182782863,7233577475,7182782863,7233577475,125.107679
7182831429,7233579788,7182831429,7233579788,36.266256
7182831430,7233543540,7182831430,7233543540,71.627776
7185166271,7185202008,7185166271,7185202008,8.06275
7185166272,65301525,7185166272,65301525,7.789165
7185166272,7185166271,7185166272,7185166271,8.45422
7185188830,7185188832,7185188830,7185188832,8.277841
7185188830,7185207738,7185188830,7185207738,82.347212
7185188831,7185207591,7185188831,7185207591,9.091277
7185188832,65301529,7185188832,65301529,95.435677
7185188832,7185188831,7185188832,7185188831,6.964658
7185202008,5433624644,7185202008,5433624644,82.058983
7185202008,7185188830,7185202008,7185188830,9.323387
7185207590,7185166272,7185207590,7185166272,7.863432
7185207591,65301525,7185207591,65301525,7.426102
7185207591,7185207590,7185207591,7185207590,7.542174
7185207738,5433624643,7185207738,5433624643,5.474243
7185207738,7181995752,7185207738,7181995752,44.865397
7187852112,65434538,7187852112,65434538,118.378217
7187852112,5429602097,7187852112,5429602097,20.477117
7190744115,7148948184,7190744115,7148948184,17.974349
7190744115,7190744116,7190744115,7190744116,52.463937
7190744116,6350552378,7190744116,6350552378,12.247498
7190744116,7148948986,7190744116,7148948986,18.444164
7192087180,7231466166,7192087180,7231466166,34.492205
7192087182,7231466172,7192087182,7231466172,54.923802
7192131649,7231466164,7192131649,7231466164,42.182807
7192131650,7233543548,7192131650,7233543548,92.804152
7193283028,7193283035,7193283028,7193283035,43.321458
7193283035,7193283028,7193283035,7193283028,43.321458
7194863882,4179442964,7194863882,4179442964,18.627428
7194863882,7194892270,7194863882,7194892270,9.126034
7194890483,65297093,7194890483,65297093,8.171587
7194890483,7194913955,7194890483,7194913955,9.400987
7194892103,65322448,7194892103,65322448,198.460234
7194892103,7194892102,7194892103,7194892102,8.576689
7194892270,7194892102,7194892270,7194892102,76.580649
7194892271,7194892270,7194892271,7194892270,9.185464
7194892271,7194904766,7194892271,7194904766,77.155572
7194899000,65308534,7194899000,65308534,8.365307
7194899000,7194912887,7194899000,7194912887,9.18469
7194902123,7194902125,7194902123,7194902125,9.144265
7194902123,7194912021,7194902123,7194912021,9.64804
7194902124,7194890483,7194902124,7194890483,9.779064
7194902125,65297093,7194902125,65297093,9.71473
7194902125,7194902124,7194902125,7194902124,8.518522
7194902815,7194902817,7194902815,7194902817,8.052308
7194902815,7194903662,7194902815,7194903662,10.577055
7194902816,7194904766,7194902816,7194904766,10.390262
7194902817,65308538,7194902817,65308538,10.483449
7194902817,7194902816,7194902817,7194902816,7.611696
7194903658,7194892271,7194903658,7194892271,9.864444
7194903658,7194902816,7194903658,7194902816,77.779217
7194903658,7194903660,7194903658,7194903660,8.897939
7194903659,7194902123,7194903659,7194902123,76.226602
7194903659,7194914880,7194903659,7194914880,10.242633
7194903660,65308536,7194903660,65308536,10.048868
7194903660,7194903659,7194903660,7194903659,9.065329
7194903661,7194892103,7194903661,7194892103,7.925378
7194903662,65293114,7194903662,65293114,86.297134
7194903662,7194903661,7194903662,7194903661,9.339352
7194904766,65308538,7194904766,65308538,8.110161
7194904766,7194892102,7194904766,7194892102,9.730271
7194912020,7194913956,7194912020,7194913956,8.807642
7194912021,7194912020,7194912021,7194912020,9.146294
7194912021,7194914880,7194912021,7194914880,76.53174
7194912888,65329901,7194912888,65329901,199.120414
7194912888,7194912887,7194912888,7194912887,8.240058
7194913038,7194902124,7194913038,7194902124,77.70387
7194913038,7194913040,7194913038,7194913040,7.873847
7194913038,7194914532,7194913038,7194914532,10.384537
7194913039,7194899000,7194913039,7194899000,10.43154
7194913040,65308534,7194913040,65308534,10.405718
7194913040,7194913039,7194913040,7194913039,8.516446
7194913956,65297095,7194913956,65297095,198.740854
7194913956,7194913955,7194913956,7194913955,7.848845
7194914531,7194912888,7194914531,7194912888,7.835803
7194914531,7194913955,7194914531,7194913955,78.424117
7194914532,7194890483,7194914532,7194890483,78.071438
7194914532,7194914531,7194914532,7194914531,8.680036
7194914879,7194863882,7194914879,7194863882,8.808777
7194914879,7194912020,7194914879,7194912020,76.818909
7194914880,65308536,7194914880,65308536,8.928942
7194914880,7194914879,7194914880,7194914879,9.08468
7195328861,7195328862,7195328861,7195328862,123.623958
7195328862,9591218669,7195328862,9591218669,4.913075
7196295805,7148333959,7196295805,7148333959,66.851958
7196367768,1193434262,7196367768,1193434262,89.696547
7196367768,7196367770,7196367768,7196367770,2.413372
7196367770,6326294825,7196367770,6326294825,3.053641
7196367775,5844557624,7196367775,5844557624,78.009451
7196367775,7196367777,7196367775,7196367777,6.670049
7196367777,6326294817,7196367777,6326294817,24.504106
7202648316,4073063879,7202648316,4073063879,52.14876
7202648316,7202648319,7202648316,7202648319,26.469018
7202648319,7202648320,7202648319,7202648320,3.841412
7202648320,7202648330,7202648320,7202648330,44.405393
7202648330,7202648331,7202648330,7202648331,3.377584
7202648331,4073063879,7202648331,4073063879,25.850241
7207286156,3910307153,7207286156,3910307153,11.530337
7207286156,7234305964,7207286156,7234305964,9.74459
7207286157,65290207,7207286157,65290207,67.429173
7207286157,7234305963,7207286157,7234305963,10.313651
7209002706,65351774,7209002706,65351774,10.724962
7209002706,7209002708,7209002706,7209002708,2.270069
7209002707,7209002706,7209002707,7209002706,4.394756
7209002708,5554083292,7209002708,5554083292,51.25886
7209002709,65319526,7209002709,65319526,7.379197
7209002709,7209002710,7209002709,7209002710,9.966873
7209002710,5554083683,7209002710,5554083683,90.956841
7209002711,5554083693,7209002711,5554083693,44.264319
7209002711,7209002709,7209002711,7209002709,13.306275
7209002712,7209002713,7209002712,7209002713,4.54009
7209002713,65319526,7209002713,65319526,13.314157
7209002713,7209002711,7209002713,7209002711,7.387051
7209002714,65306918,7209002714,65306918,10.484108
7209002714,7209002715,7209002714,7209002715,5.24891
7209002715,6338957272,7209002715,6338957272,110.696381
7209002716,7209002714,7209002716,7209002714,3.114642
7209002718,7209002720,7209002718,7209002720,4.232404
7209002719,7209002721,7209002719,7209002721,54.436301
7209002720,65318277,7209002720,65318277,10.624758
7209002720,7209002719,7209002720,7209002719,4.989049
7209002721,6338957274,7209002721,6338957274,1.214738
7209002722,65351780,7209002722,65351780,7.062714
7209002722,7209002723,7209002722,7209002723,11.33563
7209002723,7047725340,7209002723,7047725340,56.357914
7209002724,302742695,7209002724,302742695,10.914238
