,,from,to,distance
5435466324,5435466323,5435466324,5435466323,10.273373
5435466325,5435466341,5435466325,5435466341,50.10944
5435466326,5435466325,5435466326,5435466325,6.512596
5435466330,5435466326,5435466330,5435466326,47.276121
5435466332,65290227,5435466332,65290227,65.44044
5435466333,5435466219,5435466333,5435466219,5.589468
5435466335,5435466333,5435466335,5435466333,20.78638
5435466336,65290229,5435466336,65290229,61.843023
5435466337,5435466336,5435466337,5435466336,12.453599
5435466338,5435466335,5435466338,5435466335,42.272785
5435466338,5435466337,5435466338,5435466337,31.51034
5435466339,5435466338,5435466339,5435466338,10.25299
5435466340,5435466339,5435466340,5435466339,16.26157
5435466340,5435466341,5435466340,5435466341,9.917681
5435466341,5435466330,5435466341,5435466330,7.384593
5435466341,5435466344,5435466341,5435466344,34.60394
5435466344,65356051,5435466344,65356051,2.176684
5435466344,5435466343,5435466344,5435466343,14.783023
5435466348,4170182034,5435466348,4170182034,12.392101
5435466348,5435466347,5435466348,5435466347,19.497509
5435466350,5435466356,5435466350,5435466356,24.289218
5435466350,5435466356,5435466350,5435466356,24.289218
5435466350,5435466356,5435466350,5435466356,24.289218
5435466350,5435466356,5435466350,5435466356,24.289218
5435466352,65286153,5435466352,65286153,10.85453
5435466352,6925488675,5435466352,6925488675,64.531098
5435466353,5435466352,5435466353,5435466352,19.707853
5435466355,5435466353,5435466355,5435466353,53.893668
5435466356,5435466355,5435466356,5435466355,33.731319
5435466357,6925488675,5435466357,6925488675,10.015531
5435466357,6925558093,5435466357,6925558093,16.825948
5435466358,5435466348,5435466358,5435466348,37.009062
5435466358,5435466359,5435466358,5435466359,29.230116
5435466359,5435466360,5435466359,5435466360,78.203343
5435466360,5435466363,5435466360,5435466363,55.482231
5435466360,8753556623,5435466360,8753556623,100.689983
5435466364,5435466363,5435466364,5435466363,57.86132
5435466368,5435466366,5435466368,5435466366,23.697347
5435466368,7182634254,5435466368,7182634254,21.972097
5435466369,5435466372,5435466369,5435466372,9.876425
5435466372,5435466369,5435466372,5435466369,9.876425
5435466373,5435466372,5435466373,5435466372,15.355607
5435466373,6925558085,5435466373,6925558085,42.185122
5435466379,4911322447,5435466379,4911322447,22.28168
5437054792,5437054793,5437054792,5437054793,6.052216
5437054793,5437054798,5437054793,5437054798,15.929479
5437054794,5437054792,5437054794,5437054792,26.095149
5437054795,5437054794,5437054795,5437054794,15.996894
5437054797,5437054795,5437054797,5437054795,23.676286
5437054798,5437054797,5437054798,5437054797,8.666172
5437054798,6391300469,5437054798,6391300469,95.200115
5437054799,7228926478,5437054799,7228926478,42.88604
5437054800,65291003,5437054800,65291003,3.936784
5437054803,5437054809,5437054803,5437054809,17.174421
5437054804,5437054803,5437054804,5437054803,7.485858
5437054805,5437054804,5437054805,5437054804,45.371699
5437054806,5020852180,5437054806,5020852180,47.197747
5437054806,6391300466,5437054806,6391300466,11.943328
5437054809,5437054808,5437054809,5437054808,7.439846
5437054809,7234287768,5437054809,7234287768,63.974804
5437054813,5437054811,5437054813,5437054811,11.497654
5437054814,5437054813,5437054814,5437054813,39.275906
5437054818,65315473,5437054818,65315473,93.619042
5437054818,6391300467,5437054818,6391300467,11.01722
5437054819,5437054820,5437054819,5437054820,45.017838
5437054820,448099744,5437054820,448099744,7.812049
5437055023,5437055022,5437055023,5437055022,7.536793
5437055023,7234287770,5437055023,7234287770,44.530478
5437055024,65314877,5437055024,65314877,13.224456
5437055025,5437055024,5437055025,5437055024,8.393444
5437055029,5437055025,5437055029,5437055025,73.099754
5437055030,65310902,5437055030,65310902,14.948562
5437055030,7234287771,5437055030,7234287771,12.251985
5437055031,3393386011,5437055031,3393386011,6.900473
5437055032,5437055033,5437055032,5437055033,44.202359
5437055033,7234287767,5437055033,7234287767,1.966985
5437055034,5437055031,5437055034,5437055031,43.432569
5437055035,3393381904,5437055035,3393381904,38.085478
5437055036,3393381904,5437055036,3393381904,29.354362
5437055036,7209007976,5437055036,7209007976,41.055591
5437055037,65285622,5437055037,65285622,19.761067
5437055040,5437055045,5437055040,5437055045,35.829283
5437055041,5437055037,5437055041,5437055037,35.934311
5437055041,5437055040,5437055041,5437055040,4.484048
5437055044,5437055043,5437055044,5437055043,6.083479
5437055044,5437055052,5437055044,5437055052,117.804001
5437055045,5437055037,5437055045,5437055037,4.712693
5437055045,7209002742,5437055045,7209002742,8.572782
5437055046,5437055045,5437055046,5437055045,29.055369
5437055048,5437055046,5437055048,5437055046,5.828923
5437055049,5437055048,5437055049,5437055048,14.288361
5437055049,7209002744,5437055049,7209002744,28.807731
5437055053,5852727218,5437055053,5852727218,152.002728
5437055054,3393386578,5437055054,3393386578,7.343289
5437055054,5437055053,5437055054,5437055053,16.704227
5437055055,3393387590,5437055055,3393387590,51.86047
5437055056,3393386579,5437055056,3393386579,49.56277
5437055060,5437055058,5437055060,5437055058,15.286264
5437055061,5437055060,5437055061,5437055060,2.947496
5437055063,5437055061,5437055063,5437055061,33.883472
5437055066,5437055065,5437055066,5437055065,9.154901
5437055067,5437055066,5437055067,5437055066,21.748956
5437055068,5437055067,5437055068,5437055067,9.785172
5437055069,5437055068,5437055069,5437055068,15.188685
5437055071,5437055069,5437055071,5437055069,42.324417
5437055071,7047807979,5437055071,7047807979,28.604589
5437055073,5609150226,5437055073,5609150226,7.662454
5437055076,5437055073,5437055076,5437055073,12.542761
5437055080,7047807981,5437055080,7047807981,82.187001
5437055080,7234316404,5437055080,7234316404,11.179885
5437055081,5429899882,5437055081,5429899882,100.042962
5437055082,5437055081,5437055082,5437055081,9.479948
5437055083,5437055082,5437055083,5437055082,41.929599
5437055084,65325041,5437055084,65325041,132.580296
5437055084,5437055083,5437055084,5437055083,6.269176
5437055088,5437055085,5437055088,5437055085,24.683713
5437055088,5437055089,5437055088,5437055089,15.774625
5437055089,65281916,5437055089,65281916,23.378314
5437055092,5437055089,5437055092,5437055089,41.685858
5437055093,5437055092,5437055093,5437055092,8.681737
5437055094,65281916,5437055094,65281916,41.845354
5437055094,5437055093,5437055094,5437055093,12.253756
5437055100,5437055099,5437055100,5437055099,15.654354
5437055101,5437055100,5437055101,5437055100,24.338305
5437055102,5437055088,5437055102,5437055088,53.417652
5437055102,5437055101,5437055102,5437055101,13.103472
5437055108,4179555575,5437055108,4179555575,2.612679
5437055108,5437055107,5437055108,5437055107,21.876237
5437055113,65293768,5437055113,65293768,32.712345
5437055113,5437055112,5437055113,5437055112,14.312232
5437055115,5837511850,5437055115,5837511850,58.976273
5437055117,5437055118,5437055117,5437055118,13.326019
5437055118,5437074278,5437055118,5437074278,12.137232
5437055118,7621900805,5437055118,7621900805,27.09773
5437055222,65353927,5437055222,65353927,90.386124
5437055222,5437055221,5437055222,5437055221,17.04047
5437055225,65353927,5437055225,65353927,23.751926
5437055225,5437055224,5437055225,5437055224,11.774147
5437055228,65325041,5437055228,65325041,30.179021
5437055228,5437055227,5437055228,5437055227,11.840643
5437074261,5437074260,5437074261,5437074260,11.292435
5437074261,5437074264,5437074261,5437074264,37.592471
5437074264,65293754,5437074264,65293754,106.411135
5437074264,5437074263,5437074264,5437074263,9.009484
5437074271,6925181342,5437074271,6925181342,10.700161
5437074271,7133434486,5437074271,7133434486,18.446445
5437074275,539989855,5437074275,539989855,47.420109
5437074277,5437074275,5437074277,5437074275,12.43318
5437074278,5437074277,5437074278,5437074277,30.800605
5437074279,5429618388,5437074279,5429618388,72.018733
5437074279,5437074280,5437074279,5437074280,8.723675
5437074281,5437074280,5437074281,5437074280,43.606294
5437074282,4179595252,5437074282,4179595252,15.124677
5437074282,5437074281,5437074282,5437074281,16.81602
5437074285,5437074284,5437074285,5437074284,11.594511
5437074285,5841552084,5437074285,5841552084,35.117945
5437182826,4464240352,5437182826,4464240352,28.131426
5437182831,4828619356,5437182831,4828619356,21.200792
5437182831,8365776438,5437182831,8365776438,8.70777
5437182832,8359510687,5437182832,8359510687,3.679398
5437182834,8263295637,5437182834,8263295637,28.755955
5437182837,8263295629,5437182837,8263295629,19.533858
5437182839,5437182837,5437182839,5437182837,50.496357
5437182840,3998130743,5437182840,3998130743,45.046038
5437182840,8263295627,5437182840,8263295627,9.900487
5437182841,5437182845,5437182841,5437182845,15.326594
5437182842,5437182841,5437182842,5437182841,74.066603
5437182842,5437182844,5437182842,5437182844,17.276403
5437182843,5437182841,5437182843,5437182841,16.999668
5437182844,5437182843,5437182844,5437182843,73.734548
5437182844,5437182848,5437182844,5437182848,18.364687
5437182845,5437182842,5437182845,5437182842,75.252525
5437182846,5437182843,5437182846,5437182843,17.879987
5437182848,5437182846,5437182848,5437182846,74.134132
5437182848,8748158297,5437182848,8748158297,28.370377
5437182851,8358989732,5437182851,8358989732,22.313609
5437182854,5437182853,5437182854,5437182853,13.689259
5437182856,5437182854,5437182856,5437182854,8.55006
5437182857,5437182856,5437182857,5437182856,17.072248
5437182861,4416003341,5437182861,4416003341,48.370641
5437182861,8263295624,5437182861,8263295624,10.844193
5437182863,4695276620,5437182863,4695276620,23.468612
5437182866,5437182863,5437182866,5437182863,41.019422
5437182866,8268410747,5437182866,8268410747,55.091831
5437182871,5437182869,5437182871,5437182869,15.429777
5437182872,65325405,5437182872,65325405,46.59295
5437182872,5437182871,5437182872,5437182871,18.294971
5437182873,5437182878,5437182873,5437182878,25.014875
5437182878,5437182875,5437182878,5437182875,21.972051
5437182880,5437182873,5437182880,5437182873,18.461616
5437182881,5437182880,5437182881,5437182880,14.902677
5437182881,5437182888,5437182881,5437182888,87.791864
5437182886,5437182885,5437182886,5437182885,12.004753
5437182887,5437182886,5437182887,5437182886,28.832965
5437182888,4416004191,5437182888,4416004191,21.605854
5437182888,5437182887,5437182888,5437182887,15.389129
5437182889,8450958643,5437182889,8450958643,5.462229
5437182890,5437182893,5437182890,5437182893,39.363089
5437182893,5437182890,5437182893,5437182890,39.363089
5437182894,4417241398,5437182894,4417241398,30.500973
5437182894,5437182893,5437182894,5437182893,6.030333
5437182896,5437182899,5437182896,5437182899,77.566924
5437182896,6708904322,5437182896,6708904322,50.415317
5437182897,5437182903,5437182897,5437182903,52.773502
5437182899,5437182897,5437182899,5437182897,36.224597
5437182902,5437182896,5437182902,5437182896,47.698271
5437182903,5437182899,5437182903,5437182899,51.913729
5437182903,5437182902,5437182903,5437182902,15.464766
5437182906,2678037377,5437182906,2678037377,2.189297
5437182906,5919074421,5437182906,5919074421,8.865714
5437461537,6336753764,5437461537,6336753764,98.689159
5437461538,5437461537,5437461538,5437461537,9.908955
5437461538,6130493221,5437461538,6130493221,34.82227
5437461543,65299267,5437461543,65299267,84.721827
5437461543,8379013216,5437461543,8379013216,4.9575
5437461544,65365163,5437461544,65365163,43.545803
5437461545,5437461544,5437461545,5437461544,8.99885
5437461545,8379044137,5437461545,8379044137,38.22914
5437461547,5437461545,5437461547,5437461545,49.074248
5437461548,8374070704,5437461548,8374070704,90.95934
5437461548,8379044135,5437461548,8379044135,7.605633
5437461549,6935489243,5437461549,6935489243,3.888015
5437461550,4484387987,5437461550,4484387987,8.812184
5437461551,8441279891,5437461551,8441279891,9.365633
5437461552,5437461551,5437461552,5437461551,70.312052
5437461553,5437461552,5437461553,5437461552,20.101945
5437461554,5437461553,5437461554,5437461553,58.114354
5437461557,5437461549,5437461557,5437461549,13.744251
5437461557,5437461556,5437461557,5437461556,12.047709
5437461564,5437461570,5437461564,5437461570,47.902026
5437461565,5437461564,5437461565,5437461564,22.426211
5437461566,5437461565,5437461566,5437461565,28.914245
5437461570,5437461566,5437461570,5437461566,16.970456
5437461572,5437461562,5437461572,5437461562,12.471591
5437461572,5437461564,5437461572,5437461564,7.80369
5437461573,8416791605,5437461573,8416791605,9.428362
5437461573,8416796738,5437461573,8416796738,44.960405
5437461576,8221373365,5437461576,8221373365,123.558265
5437461576,8276472255,5437461576,8276472255,8.046312
5437461583,65362742,5437461583,65362742,150.165212
5437461583,8276472259,5437461583,8276472259,3.974292
5437461584,5437461596,5437461584,5437461596,35.689002
5437461590,5437461594,5437461590,5437461594,57.92855
5437461593,5437461590,5437461593,5437461590,17.917655
5437461593,8433122977,5437461593,8433122977,105.802313
5437461594,5437461593,5437461594,5437461593,58.969362
5437461596,65328181,5437461596,65328181,85.557835
5437461596,8433122978,5437461596,8433122978,6.985942
5437461599,65328191,5437461599,65328191,55.051139
5437461599,5437461598,5437461599,5437461598,12.471499
5437461602,65328189,5437461602,65328189,91.859553
5437461602,5437461601,5437461602,5437461601,6.76405
5437461605,5437461602,5437461605,5437461602,9.074791
5437461605,5437461604,5437461605,5437461604,8.182878
5437461608,5062545211,5437461608,5062545211,13.249302
5437461609,8365851224,5437461609,8365851224,2.853762
5437461611,8365823194,5437461611,8365823194,10.144685
5437461612,8365851242,5437461612,8365851242,8.447961
5437461613,5437461612,5437461613,5437461612,11.424819
5437461615,5437461613,5437461615,5437461613,30.147543
5437461616,3745002177,5437461616,3745002177,19.519579
5437461619,5437461615,5437461619,5437461615,35.252677
5437461619,8365851252,5437461619,8365851252,5.46601
5437461620,5437470421,5437461620,5437470421,13.45798
5437470421,8220595460,5437470421,8220595460,11.183565
5437470424,65327921,5437470424,65327921,34.838391
5437470424,8220958725,5437470424,8220958725,8.928964
5437470427,5437470426,5437470427,5437470426,5.409927
5437470429,9372853237,5437470429,9372853237,24.098106
5437470429,9372853241,5437470429,9372853241,10.624203
5437876921,1266422681,5437876921,1266422681,4.499041
5437876922,5437876921,5437876922,5437876921,15.867546
5437876923,5437876922,5437876923,5437876922,41.712806
5437876926,5437876923,5437876926,5437876923,6.396813
5437876927,5437876926,5437876927,5437876926,17.52066
5437876927,7133541706,5437876927,7133541706,14.337425
5437876928,65317574,5437876928,65317574,107.143099
5437876929,5437876928,5437876929,5437876928,5.2801
5437876930,5437876929,5437876930,5437876929,35.1485
5437876931,65294653,5437876931,65294653,13.372719
5437876931,5437876930,5437876931,5437876930,16.279372
5437876937,1266060483,5437876937,1266060483,43.984391
5437876937,5437876935,5437876937,5437876935,24.42567
5437876941,4911554684,5437876941,4911554684,9.297656
5437876941,5437876939,5437876941,5437876939,41.683723
5437876944,4911554679,5437876944,4911554679,64.487644
5437876944,5437876943,5437876944,5437876943,8.266242
5437876945,4911554685,5437876945,4911554685,12.243239
5437876948,65306847,5437876948,65306847,62.814288
5437876948,5437876947,5437876948,5437876947,15.192601
5437876954,1266422705,5437876954,1266422705,35.384388
5437876955,5437876954,5437876955,5437876954,24.529648
5437876956,65306842,5437876956,65306842,31.64734
5437876956,5437876955,5437876956,5437876955,14.564703
5437876959,5437876958,5437876959,5437876958,9.078402
5437876959,7161543604,5437876959,7161543604,42.269406
5437876960,65314348,5437876960,65314348,39.658977
5437876964,6498258581,5437876964,6498258581,31.578753
5437876965,65314351,5437876965,65314351,35.082447
5437876965,5437876964,5437876965,5437876964,14.468361
5437876968,5437876982,5437876968,5437876982,6.700794
5437876968,8904939096,5437876968,8904939096,11.320667
5437876970,8904939095,5437876970,8904939095,1.423723
5437876971,3999081410,5437876971,3999081410,26.786469
5437876971,5437876970,5437876971,5437876970,9.917137
5437876972,8904986928,5437876972,8904986928,19.931606
5437876973,8904939093,5437876973,8904939093,1.081951
5437876975,5437876973,5437876975,5437876973,20.732201
5437876976,7248869513,5437876976,7248869513,14.309634
5437876976,8904939094,5437876976,8904939094,11.28591
5437876977,6336978441,5437876977,6336978441,3.090447
5437876980,5437876977,5437876980,5437876977,21.522658
5437876981,6336760032,5437876981,6336760032,8.136702
5437876981,9553489872,5437876981,9553489872,9.798159
5437876982,5437876987,5437876982,5437876987,14.548868
5437876983,8904986920,5437876983,8904986920,3.758221
5437876986,5437876983,5437876986,5437876983,14.114877
5437876987,4603460303,5437876987,4603460303,19.899902
5437876987,6336760033,5437876987,6336760033,12.757555
5437876987,8904986921,5437876987,8904986921,10.454139
5437876990,4177086682,5437876990,4177086682,6.547277
5437876990,5437876989,5437876990,5437876989,15.916371
5437876993,4177086680,5437876993,4177086680,16.31725
5437876993,5437876992,5437876993,5437876992,28.730966
5437876997,5437876996,5437876997,5437876996,3.53362
5437876998,65364094,5437876998,65364094,44.481145
5437876998,5437876997,5437876998,5437876997,17.916493
5437876999,413748886,5437876999,413748886,15.222916
5437877009,5437877015,5437877009,5437877015,15.856374
5437877015,4100262326,5437877015,4100262326,63.330361
5437877016,65325197,5437877016,65325197,38.73295
5437877017,5437877016,5437877017,5437877016,10.960861
5437877019,5437877017,5437877019,5437877017,21.661021
5437877020,65334190,5437877020,65334190,26.993938
5437877020,5437877019,5437877020,5437877019,13.224982
5437877123,65309815,5437877123,65309815,47.270048
5437877123,5609148076,5437877123,5609148076,11.620127
5437877124,5437877126,5437877124,5437877126,26.203239
5437877125,65299217,5437877125,65299217,34.485266
5437877126,5437877125,5437877126,5437877125,11.515872
5437877129,65314241,5437877129,65314241,43.924825
5437877130,5437877129,5437877130,5437877129,8.670856
5437877132,5437877130,5437877132,5437877130,29.524103
5437877134,9316395532,5437877134,9316395532,7.68349
5437877136,5437877134,5437877136,5437877134,93.487051
5437877140,5437877139,5437877140,5437877139,14.732597
5437877140,6768689456,5437877140,6768689456,37.523472
5437877143,5437877140,5437877143,5437877140,15.950902
5437877143,5437877142,5437877143,5437877142,12.017059
5437877146,8914107690,5437877146,8914107690,7.568873
5437877150,65314345,5437877150,65314345,10.058346
5437877150,8914107691,5437877150,8914107691,11.066555
5437877154,65319667,5437877154,65319667,31.144494
5437877154,5437877153,5437877154,5437877153,12.688587
5437877155,5437877154,5437877155,5437877154,21.19133
5437877156,5437877155,5437877156,5437877155,12.462208
5437877169,65306982,5437877169,65306982,12.91751
5437877169,5437877168,5437877169,5437877168,13.234185
5437877174,65317680,5437877174,65317680,13.69357
5437877174,5437877171,5437877174,5437877171,7.981003
5437877180,65288754,5437877180,65288754,35.962538
5437877180,5437877179,5437877180,5437877179,29.719633
5437877182,5437877180,5437877182,5437877180,17.755307
5437877183,65288754,5437877183,65288754,15.636733
5437877205,65329071,5437877205,65329071,111.893824
5437877205,5437877204,5437877205,5437877204,5.368126
5437877210,1472411096,5437877210,1472411096,37.028677
5437877210,5437877209,5437877210,5437877209,34.579984
5437877214,5022363314,5437877214,5022363314,79.042563
5437877214,5437877213,5437877214,5437877213,15.610775
5437877216,6336760040,5437877216,6336760040,75.515863
5437877217,2248769206,5437877217,2248769206,46.131885
5437877217,5437877216,5437877217,5437877216,7.357492
5437877222,5437877219,5437877222,5437877219,21.835128
5437877223,65318981,5437877223,65318981,26.941237
5437877223,5437877222,5437877223,5437877222,21.781816
5437877226,65292690,5437877226,65292690,71.967986
5437877226,5437877225,5437877226,5437877225,44.948345
5437877230,4800142352,5437877230,4800142352,2.282262
5437877230,5437877228,5437877230,5437877228,31.805498
5438253537,5438253539,5438253537,5438253539,66.786014
5438253539,5438253537,5438253539,5438253537,66.786014
5438253541,5438253537,5438253541,5438253537,3.503903
5438253542,302034789,5438253542,302034789,26.087868
5438253542,5438253541,5438253542,5438253541,13.190373
5438253544,5438253547,5438253544,5438253547,28.125452
5438253547,5438253544,5438253547,5438253544,28.125452
5438253550,5438253557,5438253550,5438253557,17.657919
5438253550,5438253557,5438253550,5438253557,17.657919
5438253550,5438253557,5438253550,5438253557,17.657919
5438253550,5438253557,5438253550,5438253557,17.657919
5438253555,65303741,5438253555,65303741,45.775244
5438253557,5438253550,5438253557,5438253550,17.657919
5438253557,5438253555,5438253557,5438253555,21.128875
5438253558,5438253555,5438253558,5438253555,4.131608
5438253558,9124328962,5438253558,9124328962,9.192988
5438253560,4941620821,5438253560,4941620821,10.139881
5438253561,9124328954,5438253561,9124328954,2.130725
5438253562,4179515466,5438253562,4179515466,37.861303
5438253567,5438253566,5438253567,5438253566,8.64994
5438253567,9288964514,5438253567,9288964514,13.701104
5438253570,65320171,5438253570,65320171,75.378637
5438253570,5438253569,5438253570,5438253569,47.716039
5438253573,65320168,5438253573,65320168,18.631892
5438253578,5438253579,5438253578,5438253579,62.20801
5438253579,5438253580,5438253579,5438253580,9.781803
5438253580,4689655116,5438253580,4689655116,45.743061
5438253581,4689655116,5438253581,4689655116,11.071109
5438253584,65282185,5438253584,65282185,56.341987
5438253584,5438253583,5438253584,5438253583,12.759354
5438253591,3532718892,5438253591,3532718892,10.511106
5438253597,65303886,5438253597,65303886,43.74873
5438253597,5438253596,5438253597,5438253596,16.922256
5438253600,65303897,5438253600,65303897,69.65524
5438253600,5438253599,5438253600,5438253599,20.70021
5438253606,5438253605,5438253606,5438253605,13.857396
5438253606,5438253750,5438253606,5438253750,61.937502
5438253612,5438253607,5438253612,5438253607,50.287257
5438253613,5438253606,5438253613,5438253606,15.48111
5438253613,5438253612,5438253613,5438253612,17.465962
5438253617,65290284,5438253617,65290284,33.65105
5438253617,5438253614,5438253617,5438253614,10.013371
5438253620,4761685548,5438253620,4761685548,35.517841
5438253620,5438253619,5438253620,5438253619,17.718325
5438253721,5438253723,5438253721,5438253723,22.716347
5438253723,5438253721,5438253723,5438253721,22.716347
5438253725,5438253721,5438253725,5438253721,3.684932
5438253727,5438253620,5438253727,5438253620,31.101289
5438253727,5438253725,5438253727,5438253725,24.913135
5438253734,5438253739,5438253734,5438253739,63.589423
5438253735,5438253734,5438253735,5438253734,24.713536
5438253735,5438253740,5438253735,5438253740,58.278175
5438253739,5438253735,5438253739,5438253735,56.139649
5438253740,5438253739,5438253740,5438253739,11.963126
5438253741,65303911,5438253741,65303911,8.521233
5438253741,5438253740,5438253741,5438253740,19.620285
5438253744,281652590,5438253744,281652590,11.17173
5438253744,5438253743,5438253744,5438253743,14.80154
5438253747,5438253744,5438253747,5438253744,15.730164
5438253747,5438253746,5438253747,5438253746,15.897398
5438253749,5438253751,5438253749,5438253751,48.423397
5438253750,1677798440,5438253750,1677798440,2.275157
5438253751,5438253750,5438253751,5438253750,11.761043
5438253752,5438253749,5438253752,5438253749,10.911088
5438253753,4012499534,5438253753,4012499534,50.556875
5438253754,5438253753,5438253754,5438253753,13.42097
5438253757,4186794514,5438253757,4186794514,4.343295
5438253757,5438253529,5438253757,5438253529,13.325343
5438253765,5438253760,5438253765,5438253760,54.181417
5438253765,5438253760,5438253765,5438253760,54.181417
5438253765,5438253760,5438253765,5438253760,54.181417
5438253765,5438253760,5438253765,5438253760,54.181417
5438253766,4904616766,5438253766,4904616766,38.152727
5438253766,5438253765,5438253766,5438253765,18.554608
5438253774,5438253773,5438253774,5438253773,25.66369
5438253775,5438253767,5438253775,5438253767,17.521955
5438253775,5438253774,5438253775,5438253774,4.636117
5438253776,5438253775,5438253776,5438253775,64.942681
5438253776,5837767003,5438253776,5837767003,12.616143
5438253777,5438253779,5438253777,5438253779,18.731879
5438253778,5438253777,5438253778,5438253777,73.073342
5438253778,5837767017,5438253778,5837767017,7.167591
5438253779,5438253781,5438253779,5438253781,75.730995
5438253780,5438253778,5438253780,5438253778,18.760386
5438253780,5438253779,5438253780,5438253779,73.14618
5438253781,5438253780,5438253781,5438253780,18.916926
5438253783,5438253777,5438253783,5438253777,15.185714
5438253783,5837767007,5438253783,5837767007,10.948738
5438253784,5438253783,5438253784,5438253783,73.024201
5438253785,5837767008,5438253785,5837767008,11.381347
5438253785,6639339758,5438253785,6639339758,14.514324
5438253788,8554200447,5438253788,8554200447,66.668186
5438253788,8554227162,5438253788,8554227162,9.086196
5438253789,65334190,5438253789,65334190,34.513986
5438253790,5438253789,5438253790,5438253789,8.817922
5438253792,5438253790,5438253792,5438253790,22.72201
5438253793,5438253792,5438253793,5438253792,16.228911
5438253793,5438332290,5438253793,5438332290,51.595373
5438253794,5837767004,5438253794,5837767004,19.308474
5438253795,5438253794,5438253795,5438253794,37.285616
5438253796,5438253795,5438253796,5438253795,11.448775
5438253796,5438253800,5438253796,5438253800,18.577565
5438253797,5438253794,5438253797,5438253794,21.058093
5438253798,5438253797,5438253798,5438253797,38.192375
5438253799,5438253798,5438253799,5438253798,10.568273
5438253799,5438253812,5438253799,5438253812,9.478539
5438253800,65309810,5438253800,65309810,19.988716
5438253801,5438253800,5438253801,5438253800,10.953845
5438253804,5438253797,5438253804,5438253797,41.2714
5438253805,5438253799,5438253805,5438253799,17.995575
5438253805,5438253804,5438253805,5438253804,11.579984
5438253806,1677788984,5438253806,1677788984,52.618606
5438253807,5438253806,5438253807,5438253806,17.872667
5438253808,5438253807,5438253808,5438253807,28.351004
5438253812,5438253796,5438253812,5438253796,11.824062
5438253812,5438253811,5438253812,5438253811,14.042384
5438332252,5443111050,5438332252,5443111050,36.171544
5438332268,8982343369,5438332268,8982343369,4.089366
5438332269,5438332268,5438332269,5438332268,17.975067
5438332277,8982343372,5438332277,8982343372,20.92541
5438332284,3188130250,5438332284,3188130250,23.934524
5438332284,5438332283,5438332284,5438332283,23.321557
5438332287,3188130246,5438332287,3188130246,57.688649
5438332287,5438332286,5438332287,5438332286,9.825935
5438332289,8163803504,5438332289,8163803504,81.179438
5438332290,65334191,5438332290,65334191,42.776634
5438332290,5438332289,5438332290,5438332289,14.94153
5438332292,5438332293,5438332292,5438332293,26.493799
5438332292,5438332295,5438332292,5438332295,70.161581
5438332293,5438332295,5438332293,5438332295,43.667781
5438332294,5438332293,5438332294,5438332293,18.784148
5438332294,5438332299,5438332294,5438332299,121.573714
5438332295,5438332294,5438332295,5438332294,50.711042
5438332298,5438332292,5438332298,5438332292,93.800995
5438332299,9207384083,5438332299,9207384083,1.800534
5438332301,5438332295,5438332301,5438332295,5.177908
5438332302,5022471091,5438332302,5022471091,31.009411
5438332302,5438332301,5438332302,5438332301,17.437383
5438332305,65290965,5438332305,65290965,44.528134
5438332305,5438332304,5438332305,5438332304,13.34653
5438332308,4186794509,5438332308,4186794509,107.416425
5438332308,5438332307,5438332308,5438332307,7.14273
5438332311,65330449,5438332311,65330449,91.365399
5438332311,5438332310,5438332311,5438332310,13.009683
5438332314,5438332311,5438332314,5438332311,17.273779
5438332314,5438332313,5438332314,5438332313,12.930486
5438332317,5438332314,5438332317,5438332314,17.764418
5438332317,5438332316,5438332317,5438332316,12.878461
5438332318,5438332319,5438332318,5438332319,12.726339
5438332319,3385456026,5438332319,3385456026,18.221798
5438332320,5438332318,5438332320,5438332318,12.942176
5438332422,5438332320,5438332422,5438332320,17.949213
5438332423,5438332422,5438332423,5438332422,13.831896
5438332424,5438332319,5438332424,5438332319,17.998387
5438332424,5438332423,5438332424,5438332423,13.211357
5438332428,5438332426,5438332428,5438332426,7.922957
5438332429,65328978,5438332429,65328978,26.409515
5438332429,5438332428,5438332429,5438332428,14.75821
5438332435,65317363,5438332435,65317363,75.450009
5438332435,5438332434,5438332435,5438332434,23.207466
5438332436,5438332439,5438332436,5438332439,26.974121
5438332439,5438332436,5438332439,5438332436,26.974121
5438332442,5438332436,5438332442,5438332436,5.508181
5438332443,5438332305,5438332443,5438332305,84.471363
5438332443,5438332442,5438332443,5438332442,17.322043
5438332446,5438332445,5438332446,5438332445,11.431348
5438332446,5438332449,5438332446,5438332449,19.842213
5438332449,65310197,5438332449,65310197,22.493447
5438332449,5438332448,5438332449,5438332448,12.337383
5438332450,5438332453,5438332450,5438332453,17.818728
5438332453,5438332450,5438332453,5438332450,17.818728
5438332456,5438332450,5438332456,5438332450,11.490838
5438332457,65317356,5438332457,65317356,15.521905
5438332457,5438332456,5438332457,5438332456,89.267914
5438332458,5438332460,5438332458,5438332460,13.142985
5438332459,5438332462,5438332459,5438332462,25.814109
5438332460,65310196,5438332460,65310196,46.885087
5438332461,5438332458,5438332461,5438332458,26.093385
5438332462,5438332461,5438332462,5438332461,17.963849
5438332463,5438332459,5438332463,5438332459,13.388416
5438332463,5438332460,5438332463,5438332460,17.966379
5438332467,5438332464,5438332467,5438332464,18.211542
5438332468,5438332464,5438332468,5438332464,37.975256
5438332468,5438332467,5438332468,5438332467,33.323698
5438332469,65345333,5438332469,65345333,40.436653
